+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                   ;
+-----------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                               ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; TopHarness|chiptop0|system|intsource_8|reg_0                                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource_8                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource_7|reg_0                                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource_7                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource_6|reg_0                                                                                            ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource_6                                                                                                  ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsink_7                                                                                                    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsink_6                                                                                                    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsink_5                                                                                                    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource_5|reg_0                                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource_5                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource_4|reg_0                                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource_4                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource_3|reg_0                                                                                            ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource_3                                                                                                  ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsink_3                                                                                                    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsink_2                                                                                                    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsink_1                                                                                                    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource_2|reg_0                                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource_2                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource_1|reg_0                                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource_1                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource|reg_0                                                                                              ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|intsource                                                                                                    ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink|source_valid|io_out_source_valid_0|output_chain       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink|source_valid|io_out_source_valid_0                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink|source_valid                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink|source_extend|io_out_source_valid_0|output_chain      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink|source_extend|io_out_source_valid_0                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink|source_extend                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink|sink_valid_1|io_out_source_valid_0|output_chain       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink|sink_valid_1|io_out_source_valid_0                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink|sink_valid_1                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink|sink_valid_0|io_out_source_valid_0|output_chain       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink|sink_valid_0|io_out_source_valid_0                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink|sink_valid_0                                          ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink|io_deq_bits_deq_bits_reg                              ; 23    ; 0              ; 0            ; 0              ; 21     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink|widx_widx_gray|output_chain                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink|widx_widx_gray                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmInner_io_innerCtrl_sink                                                       ; 26    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmactive_synced_dmactiveSync|output_chain                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmactive_synced_dmactive_synced_dmactiveSync                                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|bundleIn_0_d_source|sink_valid|io_out_source_valid_0|output_chain                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|bundleIn_0_d_source|sink_valid|io_out_source_valid_0                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|bundleIn_0_d_source|sink_valid                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|bundleIn_0_d_source|sink_extend|io_out_source_valid_0|output_chain                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|bundleIn_0_d_source|sink_extend|io_out_source_valid_0                                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|bundleIn_0_d_source|sink_extend                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|bundleIn_0_d_source|source_valid_1|io_out_source_valid_0|output_chain                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|bundleIn_0_d_source|source_valid_1|io_out_source_valid_0                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|bundleIn_0_d_source|source_valid_1                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|bundleIn_0_d_source|source_valid_0|io_out_source_valid_0|output_chain                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|bundleIn_0_d_source|source_valid_0|io_out_source_valid_0                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|bundleIn_0_d_source|source_valid_0                                                      ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|bundleIn_0_d_source|ridx_ridx_gray|output_chain                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|bundleIn_0_d_source|ridx_ridx_gray                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|bundleIn_0_d_source                                                                     ; 44    ; 0              ; 0            ; 0              ; 47     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink|source_valid|io_out_source_valid_0|output_chain                               ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink|source_valid|io_out_source_valid_0                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink|source_valid                                                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink|source_extend|io_out_source_valid_0|output_chain                              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink|source_extend|io_out_source_valid_0                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink|source_extend                                                                 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink|sink_valid_1|io_out_source_valid_0|output_chain                               ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink|sink_valid_1|io_out_source_valid_0                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink|sink_valid_1                                                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink|sink_valid_0|io_out_source_valid_0|output_chain                               ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink|sink_valid_0|io_out_source_valid_0                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink|sink_valid_0                                                                  ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink|io_deq_bits_deq_bits_reg                                                      ; 57    ; 0              ; 0            ; 0              ; 55     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink|widx_widx_gray|output_chain                                                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink|widx_widx_gray                                                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing|x1_a_sink                                                                               ; 61    ; 0              ; 0            ; 0              ; 55     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmiXing                                                                                         ; 103   ; 0              ; 0            ; 0              ; 102    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmInner|hartIsInResetSync_3_debug_hartReset_3|output_chain                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmInner|hartIsInResetSync_3_debug_hartReset_3                                                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmInner|hartIsInResetSync_2_debug_hartReset_2|output_chain                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmInner|hartIsInResetSync_2_debug_hartReset_2                                                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmInner|hartIsInResetSync_1_debug_hartReset_1|output_chain                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmInner|hartIsInResetSync_1_debug_hartReset_1                                                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmInner|hartIsInResetSync_0_debug_hartReset_0|output_chain                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmInner|hartIsInResetSync_0_debug_hartReset_0                                                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner|dmInner                                                                                         ; 182   ; 4              ; 5            ; 4              ; 124    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmInner                                                                                                 ; 192   ; 0              ; 0            ; 0              ; 136    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|io_innerCtrl_source|sink_valid|io_out_source_valid_0|output_chain                               ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|io_innerCtrl_source|sink_valid|io_out_source_valid_0                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|io_innerCtrl_source|sink_valid                                                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|io_innerCtrl_source|sink_extend|io_out_source_valid_0|output_chain                              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|io_innerCtrl_source|sink_extend|io_out_source_valid_0                                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|io_innerCtrl_source|sink_extend                                                                 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|io_innerCtrl_source|source_valid_1|io_out_source_valid_0|output_chain                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|io_innerCtrl_source|source_valid_1|io_out_source_valid_0                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|io_innerCtrl_source|source_valid_1                                                              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|io_innerCtrl_source|source_valid_0|io_out_source_valid_0|output_chain                           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|io_innerCtrl_source|source_valid_0|io_out_source_valid_0                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|io_innerCtrl_source|source_valid_0                                                              ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|io_innerCtrl_source|ridx_ridx_gray|output_chain                                                 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|io_innerCtrl_source|ridx_ridx_gray                                                              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|io_innerCtrl_source                                                                             ; 27    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|dmactiveAck_dmactiveAckSync|output_chain                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|dmactiveAck_dmactiveAckSync                                                                     ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|asource|bundleIn_0_d_sink|source_valid|io_out_source_valid_0|output_chain                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|asource|bundleIn_0_d_sink|source_valid|io_out_source_valid_0                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|asource|bundleIn_0_d_sink|source_valid                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|asource|bundleIn_0_d_sink|source_extend|io_out_source_valid_0|output_chain                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|asource|bundleIn_0_d_sink|source_extend|io_out_source_valid_0                                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|asource|bundleIn_0_d_sink|source_extend                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|asource|bundleIn_0_d_sink|sink_valid_1|io_out_source_valid_0|output_chain                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|asource|bundleIn_0_d_sink|sink_valid_1|io_out_source_valid_0                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|asource|bundleIn_0_d_sink|sink_valid_1                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|asource|bundleIn_0_d_sink|sink_valid_0|io_out_source_valid_0|output_chain                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|asource|bundleIn_0_d_sink|sink_valid_0|io_out_source_valid_0                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|asource|bundleIn_0_d_sink|sink_valid_0                                                          ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; TopHarness|chiptop0|system|tlDM|dmOuter|asource|bundleIn_0_d_sink|io_deq_bits_deq_bits_reg                                              ; 45    ; 0              ; 0            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
